id,company,department,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor
314,Cheerper,Support,38,30,8,62247.86289,15450.58018,4,0.533728534,0.707251436,0
315,Pear,Design,44,38,6,78133.77383,15328.1626,2,0.307597924,0.249755084,0.44256786
316,Glasses,Search Engine,30,22,7,45379.89247,19570.69586,3,0.326900303,0.52138067,0.151526675
317,Glasses,Search Engine,44,41,3,57165.45452,19900.78175,2,0,0,1
318,Glasses,AI,43,35,8,101665.0795,13137.92378,3,0.825897892,0.20367301,0
319,Glasses,AI,39,37,2,104746.9671,17194.58879,3,0.369594048,0.291154174,0.338852903
320,Cheerper,Support,41,32,8,40000,14821.89953,3,0,1,0
321,Pear,Sales,42,41,1,124131.6084,12941.08541,4,0.897700531,0,0.611584492
322,Glasses,AI,43,39,4,116452.8625,17882.0374,1,0.507552526,0.062013263,0.430115687
323,Glasses,Design,31,24,6,102619.3854,20999.25967,3,1,0.263225068,0
324,Glasses,AI,41,36,5,120385.552,18824.93224,1,0.390765783,0.163221315,0.445950208
325,Glasses,Search Engine,48,48,1,52046.22741,9000,5,0,0,1
326,Pear,Design,40,38,2,40000,21058.64524,2,0.104055484,0.083766629,0.812402483
327,Glasses,AI,41,38,2,80608.20711,24792.91,1,0,0.249234019,0.871393375
328,Glasses,AI,34,33,1,114624.1089,24792.91,1,0.375529509,0.086034148,0.538200638
329,Pear,Design,47,48,1,58712.57736,24792.91,1,0,0.024104732,1
330,Glasses,Search Engine,44,42,2,40000,17685.8294,2,0,0.16475158,1
331,Glasses,Search Engine,49,46,3,52490.68863,21801.01391,2,0,0.374882394,0.869450788
332,Glasses,BigData,38,33,6,64742.00553,24792.91,1,0,0.663556392,0.783578893
333,Glasses,Design,35,30,5,89475.90593,13667.29914,5,0.990540855,0,0.357633935
334,Glasses,AI,46,45,1,93301.07996,16777.80854,3,0.394258211,0,0.715596187
335,Glasses,Search Engine,38,32,6,64243.18048,21453.75574,2,0.190437153,0.426360937,0.383165244
336,Pear,Design,35,30,4,97213.00539,24792.91,1,0,0,1
337,Glasses,Search Engine,31,22,9,60278.60308,22234.27465,1,0,0.488360158,0.640962749
338,Glasses,Design,36,27,9,97694.36567,13847.66701,3,0.677871775,0.309817666,0.012234036
339,Pear,Design,49,48,1,85966.55283,9000,5,0.737407767,0,0.427576707
340,Cheerper,BigData,30,24,5,55232.48689,16292.27078,5,0.460108601,0.323715479,0.216344245
341,Cheerper,BigData,30,22,9,65053.01195,22833.52962,1,0,0.892645548,0.135439961
342,Pear,Sales,34,32,2,80312.91926,18218.47143,2,0.346222905,0,0.896798522
343,Glasses,AI,30,22,9,146870.0582,24792.91,1,0.975753453,0.58001017,0
344,Cheerper,Support,30,22,7,61914.91834,17943.34829,4,0.320847844,1,0
345,Cheerper,BigData,30,22,6,44504.94163,16676.67242,4,0.188582676,0.630538673,0.180899715
346,Cheerper,Support,39,33,6,44955.4552,15127.74988,3,0,1,0
347,Cheerper,Support,41,39,2,62023.57939,15787.27493,4,0,1,0
348,Cheerper,Search Engine,43,37,6,100834.06,10765.76863,5,0.611381879,0.572761479,0
349,Pear,Design,35,30,4,121296.9169,10855.44553,4,1,0,0.091480109
350,Cheerper,BigData,37,30,8,108319.2757,18181.13513,2,0.179808216,0.857566445,0
351,Pear,Sales,30,24,5,131342.3777,19949.66393,2,0.936882404,0,0.528494561
352,Glasses,Search Engine,30,24,2,45325.41542,21697.60971,2,0,0.50646834,0.989206932
353,Cheerper,Support,48,45,3,40000,20174.09517,2,0,1,0.851831752
354,Pear,Design,39,33,6,76603.69658,19262.43928,1,0.280288574,0.431825004,0.288337075
355,Glasses,Search Engine,42,37,6,60138.15191,19458.62739,2,0.107645879,0.533151704,0.359033654
356,Pear,Sales,38,34,4,100443.7794,17227.43128,3,0.591379023,0,0.625776215
357,Cheerper,Support,36,32,4,40676.08139,18220.25919,3,0,1,0.173274202
358,Cheerper,Support,41,32,9,40000,20979.90098,1,0,1,0.2405391
359,Pear,Sales,31,26,4,148888.1934,12997.33371,3,1,0,0.367268768
360,Cheerper,BigData,41,34,6,61799.89023,16721.19641,3,0,0.697832802,0.310568683
361,Pear,Sales,41,40,2,81988.81867,17758.67337,2,0.347381014,0,1
362,Pear,Design,49,48,1,58508.50779,21192.48906,1,0,0.120891123,1
363,Glasses,Search Engine,35,25,9,64442.92791,18112.27553,3,0.482057857,0.773993183,0
364,Glasses,Search Engine,40,32,8,53421.34346,17564.24191,3,0.296356305,0.15577592,0.547715559
365,Cheerper,BigData,35,29,7,72979.78821,14609.27848,4,0.433839089,0.883107429,0
366,Glasses,AI,44,38,6,99898.14963,19823.68871,2,0.646870177,0,0.368344719
367,Cheerper,Search Engine,46,40,6,123572.9123,17630.8242,1,0.410512358,0.599061064,0
368,Glasses,AI,47,40,7,91390.22037,13005.59784,2,0.580309369,0.729967047,0
369,Cheerper,Search Engine,38,34,5,117501.0858,20269.13163,1,0.388438854,0.480341775,0.130614784
370,Pear,Sales,36,32,3,75381.01302,21395.27654,1,0.092721607,0,0.913273991
371,Cheerper,BigData,49,45,8,62226.21696,20251.75317,1,0,1,0.049081334
372,Pear,Design,42,41,2,114776.1668,16651.81532,2,0.324476855,0,0.913484128
373,Pear,Design,46,44,2,106427.4629,13439.85046,4,0.585559472,0,0.457957142
374,Cheerper,BigData,30,22,9,66695.33713,16713.8139,4,0.412440815,0.954148075,0
375,Cheerper,BigData,35,30,5,50267.03061,13803.65988,4,0.135712536,0.794010009,0.06991732
376,Pear,Sales,39,33,6,96176.99542,18798.66537,2,0.703296452,0,0.433552076
377,Pear,Sales,35,28,7,98380.67423,24792.91,1,0.797745431,0,0.22437236
378,Glasses,AI,47,43,4,89866.24218,15221.58053,2,0.304506809,0.097694955,0.597532235
379,Pear,Sales,30,22,6,99631.11417,22063.20213,3,0.608957595,0,0.652570118
380,Cheerper,BigData,33,28,5,45923.46117,24792.91,3,0,0.62336067,0.572812277
381,Glasses,BigData,40,38,2,73825.49851,14467.76244,4,0.276152714,0.458846997,0.265235189
382,Cheerper,Search Engine,35,26,9,87104.45227,16946.24781,2,0.488106574,0.873028081,0
383,Cheerper,BigData,32,25,7,55346.37047,20858.58446,3,0.066557493,0.581489884,0.351525471
384,Glasses,BigData,30,25,2,85014.78047,22675.4508,4,0.290493862,0.432406411,0.277511827
385,Glasses,Design,43,37,6,118783.4831,18425.41123,2,0.84092408,0.143835803,0.015357493
386,Cheerper,Search Engine,40,31,9,138015.0636,16742.6188,2,0.733549919,0.509296977,0
387,Pear,Sales,30,22,3,143279.9999,24792.91,1,0.739855161,0,0.778356771
388,Glasses,Search Engine,49,48,1,49132.96612,9000,5,0.114877196,0.26968082,0.61597108
389,Glasses,Design,36,27,8,97412.81627,24081.76883,1,0.663569114,0.576920118,0
390,Glasses,AI,36,34,1,99320.34515,16977.45982,2,0.365819906,0,0.774649982
391,Pear,Sales,41,35,6,78424.07883,14375.34862,2,0.67451235,0,0.538946722
392,Glasses,Search Engine,30,22,9,90087.79645,19193.61986,4,0.933077821,0.411672231,0
393,Pear,Sales,33,26,7,121549.966,21672.90412,2,0.795112048,0.027631445,0.177004967
394,Glasses,AI,32,25,7,60145.15421,24163.95,1,0.184324167,0.674620403,0.140913664
395,Glasses,AI,31,24,7,99297.58786,18007.38762,2,0.741866633,0.249500069,0.008653854
396,Cheerper,BigData,42,38,4,109412.5132,20351.03312,3,0.754004888,0.927951742,0
397,Pear,Search Engine,37,37,1,68471.42346,24792.91,2,0.134796875,0.141724785,0.723721707
398,Glasses,AI,30,22,7,136922.1812,23366.79812,3,1,0,0
399,Glasses,AI,32,28,4,72227.05533,22382.78032,2,0.357161032,0.580963568,0.062278999
400,Pear,Design,40,37,2,81783.99935,14689.76381,3,0.237458371,0.013439824,0.74960465
401,Cheerper,Search Engine,36,27,9,40000,18539.15728,2,0,1,0
402,Glasses,AI,32,29,3,55444.93291,16499.29764,3,0.025699063,0.068490439,0.905752384
403,Glasses,Search Engine,40,43,1,66123.24485,14475.06046,4,0,0.718306165,0.378050643
404,Glasses,AI,33,26,8,120726.8949,23165.56227,1,0.525566286,0.4610896,0.013061452
405,Glasses,Search Engine,30,22,6,66482.02693,18180.53822,3,0.381484216,0.47456322,0.144211245
406,Pear,AI,36,35,1,78162.41973,24792.91,2,0,0.141676497,0.881702139
407,Pear,Sales,39,37,3,142855.9396,12041.61162,4,1,0,0
408,Cheerper,BigData,40,33,7,59948.35924,22652.63138,2,0,0.731266022,0.357473981
409,Cheerper,Support,36,29,6,59410.25715,22491.56684,2,0,0.939428445,0.194427443
410,Pear,Design,40,40,1,106391.4148,22272.57363,3,0.886336224,0,0.310157729
411,Cheerper,Support,45,45,1,96445.99226,16214.12344,3,0.195077955,0.595021697,0.209987685
412,Glasses,Search Engine,35,28,6,117289.0749,20271.564,2,0.174435445,0.166527871,0.658621167
413,Pear,Design,39,39,1,91017.39402,24792.91,1,0.131095962,0,1
414,Glasses,AI,49,48,1,85846.95571,12459.02814,3,0.189328881,0,1
415,Cheerper,Support,45,42,2,93246.76673,13514.99658,4,0.218879531,0.856914628,0
416,Pear,Sales,30,27,3,121902.9364,24792.91,1,0.701742957,0,0.540249735
417,Glasses,Search Engine,36,32,4,47871.63102,21122.40592,1,0,0.69401356,0.807309043
418,Glasses,Search Engine,30,25,5,40000,14521.35121,4,0,0.221833044,0.792890997
419,Pear,Sales,32,32,1,130020.775,20795.5969,2,0.795264064,0,0.634054596
420,Pear,Sales,49,47,2,120562.5228,19401.79603,1,0.226753487,0,0.897227233
421,Cheerper,Search Engine,33,24,8,60041.28359,22178.05031,2,0.685819817,0.787712959,0
422,Cheerper,Support,31,23,8,40000,12802.50305,5,0.081022325,0.770209055,0.149023646
423,Glasses,Support,31,29,2,40000,21157.48873,3,0,0.654990547,1
424,Glasses,AI,46,45,1,117837.6379,14811.25835,3,0.401607789,0.075513758,0.522769856
425,Glasses,Search Engine,33,28,5,95122.54197,18125.02897,3,0.332966776,0.388947782,0.277979365
426,Glasses,Search Engine,43,41,2,82848.3698,23144.60401,1,0,0,1
427,Cheerper,BigData,40,34,6,66317.53231,17126.36279,3,0.226172003,0.672043613,0.101623949
428,Cheerper,BigData,34,27,7,90253.80159,24792.91,1,0.217245844,1,0
429,Pear,AI,30,22,9,74311.85802,24781.72223,1,0.362562363,0,0.64538277
430,Cheerper,BigData,38,32,5,77086.17075,17824.13869,2,0,0.778882504,0.431398703
431,Pear,Design,41,43,1,120975.8618,24792.91,1,0.399320952,0.098696189,0.50150948
432,Cheerper,Search Engine,35,28,7,58392.67467,13163.72493,4,0.390574112,1,0
433,Cheerper,Search Engine,42,31,9,86955.29614,24792.91,1,0.495560412,1,0
434,Glasses,Search Engine,30,22,7,72903.56399,23217.76127,2,0.095880283,0.473881966,0.430142431
435,Cheerper,Search Engine,46,44,2,63420.7718,22906.21834,1,0,0.703283493,0.508112188
436,Cheerper,Support,37,27,9,40000,19294.79259,2,0,1,0
437,Glasses,BigData,41,38,3,85824.17397,14312.40793,3,0,0.049335003,1
438,Glasses,AI,36,28,8,104259.3935,15337.48997,2,0.414155954,0.050098688,0.535570049
439,Cheerper,BigData,47,46,1,79933.69694,18018.62113,3,0.0200964,0.552331951,0.427063844
440,Cheerper,Support,34,33,1,88076.32553,22164.88837,3,0,0.573053675,0.561127939
441,Pear,Design,33,33,1,89618.59961,22848.55219,2,0.013104563,0,1
442,Glasses,Search Engine,48,47,1,57447.07843,21741.88478,1,0,0.115466265,1
443,Cheerper,BigData,43,36,7,40000,11688.19896,3,0,0.804270387,0.806681986
444,Pear,Sales,49,46,5,103896.3981,17067.91632,1,0.582940857,0.071896667,0.345192237
445,Pear,Sales,30,28,2,153000,24250.16665,1,1,0,0.149843107
446,Glasses,Design,40,33,7,110454.0492,12915.59929,3,1,0,0.018635375
447,Pear,Design,44,42,3,105365.7471,19602.50232,3,0.39594407,0,0.876591205
448,Cheerper,BigData,49,48,1,71520.45011,15957.90642,3,0,0.393093622,0.982474905
449,Pear,Sales,34,32,2,81196.47195,22735.3794,2,0.654013183,0,0.634322394
450,Glasses,AI,31,26,4,108505.2324,20043.61885,2,0.538973854,0,0.504275098
451,Glasses,Search Engine,31,26,5,86328.1051,24792.91,1,0,0.469244577,0.534312085
452,Glasses,AI,36,33,3,49663.97645,17922.04319,3,0,0.094996176,0.92668356
453,Pear,AI,33,33,1,59373.74707,21365.32696,4,0,0,1
454,Cheerper,Support,36,32,4,54104.35938,13567.40496,4,0.086667408,1,0
455,Glasses,Search Engine,30,23,6,63213.47888,21950.98143,2,0.12317252,0.123568579,0.753618239
456,Glasses,Search Engine,30,22,9,82968.64643,17804.77232,3,0.398784913,0.578937651,0.022326851
457,Glasses,AI,48,45,2,79671.5022,17188.46197,2,0,0,1
458,Pear,AI,34,32,2,42151.91019,24792.91,1,0,0.20092483,1
459,Glasses,Search Engine,49,48,1,85543.30795,19892.20237,1,0,0.591849025,0.478798674
460,Glasses,AI,41,39,2,42125.31885,19907.67235,1,0,0.554961666,0.845646739
461,Pear,AI,35,37,1,105566.0439,17696.69204,4,0.459397402,0,0.710366008
462,Glasses,AI,36,32,4,76636.06329,21433.76315,2,0.206607861,0.389553438,0.403892107
463,Pear,Design,30,23,6,126766.461,20799.95751,3,1,0,0
464,Pear,Design,42,37,4,78525.61222,14760.95816,2,0.303609625,0.148565305,0.547982412
465,Glasses,Design,40,34,6,97561.57149,12522.29098,3,0.587736578,0,0.545751345
466,Cheerper,BigData,36,29,7,49876.45756,20421.39968,2,0.016438605,1,0
467,Glasses,BigData,49,46,3,89576.22171,19467.135,2,0,0.217138845,0.934982942
468,Glasses,BigData,48,48,1,40000,21496.68697,2,0,0.253127085,1
469,Pear,Sales,30,22,8,84710.8514,24792.91,1,0.471959867,0.065705927,0.462022574
470,Pear,Design,30,22,6,79521.96383,23605.45755,2,0.607633899,0.343609332,0.048412539
471,Cheerper,Support,41,38,2,83038.45016,19138.03106,3,0,1,0
472,Cheerper,Support,30,22,9,95029.7388,20297.86685,2,0.613957012,1,0
473,Cheerper,Support,34,27,6,40000,11121.83286,5,0.239253505,1,0
474,Glasses,Search Engine,42,40,2,65215.36099,19852.45812,2,0,0.507810686,0.553042744
475,Glasses,Search Engine,36,35,1,65309.25276,18639.15883,4,0.354542031,0.328627994,0.316625968
476,Glasses,AI,40,38,2,106872.26,10281.24726,4,0.733810986,0.063297873,0.203330679
477,Cheerper,Search Engine,35,28,7,66819.18405,9000,4,0.50644673,0.726850266,0
478,Pear,AI,32,32,1,78069.9267,16249.53152,5,0.451312936,0,0.767916272
479,Glasses,Search Engine,32,32,1,40000,9000,5,0.209604691,0,1
480,Glasses,BigData,39,33,6,40000,23757.00944,1,0,0.732726958,1
481,Cheerper,AI,31,24,7,153000,18080.36566,4,1,0.420516116,0
482,Pear,Sales,49,48,1,108583.4944,24792.91,1,0.19898463,0,1
483,Cheerper,BigData,36,36,1,80391.35827,20748.36494,3,0,0.767037997,0.259377951
484,Pear,Design,30,22,3,93568.0043,24357.09225,3,0.694042122,0,0.642022396
485,Pear,Sales,32,26,6,72136.80381,18864.07773,3,0.728182366,0,0.688191179
486,Glasses,AI,30,23,6,84874.29616,21032.02355,1,0.403507943,0.469064445,0.127863969
487,Pear,Sales,40,36,3,123785.2868,17791.9721,1,0.58421937,0,0.619587505
488,Glasses,Search Engine,34,31,3,133843.4748,18819.92588,3,0.804825876,0.445255293,0
489,Glasses,Search Engine,42,40,2,58467.59422,15903.05344,4,0.234281626,0.299924967,0.46566315
490,Glasses,Search Engine,49,48,1,79287.35547,13465.67578,5,0.192603861,0,1
491,Cheerper,Support,39,33,6,79377.59989,19806.88216,2,0,1,0
492,Pear,Sales,31,24,7,136786.4355,17822.04904,3,1,0,0
493,Glasses,BigData,30,22,7,65209.47559,23036.93835,2,0.168495969,0.394681842,0.436777963
494,Cheerper,BigData,39,35,4,118553.2208,22092.06251,2,0.307643065,0.66255227,0.030274421
495,Cheerper,Search Engine,42,37,5,95027.35424,18455.82526,2,0.200852698,0.420419078,0.378704113
496,Cheerper,BigData,39,31,8,63837.14709,22423.8385,1,0.029130183,0.904493793,0.066213492
497,Pear,AI,39,39,1,111173.8192,17309.65437,4,0.734325359,0,0.699471201
498,Pear,Sales,30,22,8,117197.9562,22873.5433,1,0.882951282,0,0.816988918
499,Cheerper,BigData,33,24,9,88485.2654,20879.50788,1,0.223721535,0.900876981,0
500,Cheerper,Support,35,25,9,65028.93228,22625.31562,2,0.248810525,1,0
501,Cheerper,Search Engine,45,43,2,109989.6836,9000,5,0.761523219,0.473498987,0
502,Cheerper,Support,31,25,5,40000,19386.83723,4,0,1,0
503,Cheerper,Support,35,27,7,64500.24763,22291.92477,2,0.030401836,0.65172119,0.317680436
504,Glasses,Search Engine,40,35,6,57583.44242,19843.68199,2,0,0.409999281,0.746479289
505,Pear,Sales,49,46,4,124488.3825,12646.80421,2,1,0,0.111811058
506,Glasses,Search Engine,44,38,6,70795.84305,13959.01677,3,0.065234172,0.341686141,0.593438148
507,Glasses,Search Engine,33,24,8,116513.654,13281.71789,3,0.73252525,0.283955429,0
508,Pear,Design,47,47,1,115943.3146,21379.94924,2,0.418570496,0,0.601993649
509,Cheerper,Support,30,22,8,44264.39971,18314.49091,3,0.036986039,0.773814437,0.189195697
510,Pear,Design,44,41,3,88234.85567,18013.74951,3,0.668962268,0,0.521037375
511,Glasses,Design,32,22,9,105711.2625,11825.94061,2,0.856086939,0.088772233,0.055098775
512,Cheerper,BigData,42,36,6,78295.1356,17651.51174,3,0.050216941,0.437800519,0.511905758
513,Glasses,Search Engine,43,41,2,81909.59063,17139.81287,4,0.198032458,0.33238128,0.469879339
514,Glasses,Design,46,40,6,128884.0771,9271.138688,5,1,0.220320909,0
515,Cheerper,BigData,38,34,4,82185.80354,24792.91,1,0,0.982740475,0.549879638
516,Glasses,AI,37,33,3,127772.9584,14096.8052,4,0.851575627,0.139154467,0.009126825
517,Glasses,Search Engine,49,48,1,93643.65964,22417.06134,1,0,0.565518975,0.553043487
518,Glasses,Design,37,33,4,143086.7942,20298.23012,1,0.727048846,0,0.276252139
519,Pear,Sales,30,24,6,137827.4106,24115.65873,1,0.909714404,0.049381343,0.04045765
520,Cheerper,BigData,34,29,5,62253.67687,24155.43046,1,0,0.935716596,0.183423926
521,Glasses,BigData,43,37,5,40000,18307.63436,1,0,0.890705895,0.420294705
522,Glasses,AI,34,28,7,133388.162,23410.40185,1,0.74989251,0.319021482,0
523,Glasses,AI,30,22,7,139090.3612,18962.78424,2,1,0.26225886,0
524,Pear,Sales,49,48,1,142057.3445,17141.78208,3,1,0,0.448810268
525,Glasses,BigData,30,22,4,53529.68351,20284.092,4,0,0.52696979,0.48040824
526,Glasses,AI,31,24,8,141571.9486,16378.69642,4,1,0.078591054,0
527,Pear,Sales,39,38,1,67749.72397,20553.34797,2,0.601142389,0,1
528,Pear,Sales,30,22,9,99239.31207,18108.15481,2,0.988881786,0,0.114181067
529,Glasses,Search Engine,35,27,8,85114.11472,13059.22047,4,0.616093252,0.3272392,0.056495614
530,Glasses,Search Engine,46,44,1,102333.7148,14422.51712,4,0.534836413,0,0.545017225
531,Cheerper,BigData,38,35,4,93181.38394,15893.79343,3,0.070746444,0.219554289,0.709809028
532,Cheerper,BigData,38,37,1,51407.28357,18159.6747,4,0,0.441177805,0.858585119
533,Glasses,AI,44,36,7,40000,11785.56967,2,0,0.245586923,0.821260426
534,Glasses,Support,32,31,1,40000,24492.35437,3,0,0.554179433,0.796806857
535,Glasses,Design,46,43,3,114704.6391,20862.88424,2,0.342373648,0.202636892,0.455138634
536,Pear,Sales,44,42,2,153000,13126.19902,4,1,0,0.414021432
537,Glasses,BigData,39,37,1,40000,22777.02894,2,0,0.383804066,1
538,Cheerper,BigData,47,40,7,69349.45204,20463.98455,2,0,0.960074279,0.102475447
539,Glasses,Search Engine,35,28,7,69496.48767,22724.30634,2,0,0.142131765,1
540,Pear,AI,48,48,1,91702.1799,22736.80901,1,0.098033689,0,0.908686758
541,Glasses,AI,31,27,5,113618.8461,24026.55583,2,0.431632296,0.267740843,0.300789438
542,Cheerper,Support,42,41,1,44413.12933,9685.957523,5,0,0.840083285,0.312784228
543,Cheerper,Support,36,33,3,40000,18899.42327,2,0,0.922007987,0.958846359
544,Glasses,Search Engine,31,28,3,82554.12333,21941.47165,3,0.08156697,0.396189099,0.522448628
545,Glasses,Design,31,26,5,95481.29789,14366.00949,4,1,0.039083412,0
546,Glasses,AI,36,29,7,82206.65957,24792.91,1,0.297542367,0.330446319,0.37210944
547,Glasses,AI,34,28,5,137045.7727,20329.55539,2,0.839947611,0.220076594,0
548,Pear,Sales,30,22,8,104612.2471,19120.60004,2,1,0.25693218,0
549,Glasses,Design,33,31,2,85183.8951,18112.09286,3,0.665368345,0.19112344,0.143937343
550,Glasses,Search Engine,44,37,8,43474.63559,9000,3,0,0.246498253,0.765827473
551,Cheerper,BigData,38,28,9,96136.46941,18028.12133,1,0.499780113,0.880713856,0
552,Glasses,Search Engine,41,37,4,102378.1977,19132.54006,2,0.460586544,0.799862568,0
553,Pear,Sales,46,43,4,100994.7936,17423.45451,2,0.792084959,0,0.448122431
554,Glasses,AI,49,48,1,91048.76535,20890.53465,2,0.272235327,0.10975326,0.618120349
555,Cheerper,BigData,45,42,3,60631.65082,17424.38025,3,0.232070414,0.606244427,0.161584789
556,Glasses,AI,41,40,1,88707.52543,19840.0044,3,0.146838278,0,1
557,Glasses,Search Engine,44,39,6,55818.53873,13541.94369,2,0.015964185,0.629797412,0.354505457
558,Pear,Sales,42,39,3,62191.76545,11961.04048,3,0.298799769,0,0.953027175
559,Pear,Sales,41,37,4,123352.4328,19293.93716,1,0.469152759,0,1
560,Pear,Sales,49,48,1,122084.3381,17876.02841,2,0.635792876,0,0.753226054
561,Cheerper,BigData,35,33,2,108232.55,19601.18972,2,0.359055913,0.752667015,0
562,Glasses,Search Engine,49,48,2,41991.21789,22609.27267,1,0,0.32525675,0.913012526
563,Pear,AI,35,31,4,55690.7411,22148.00363,2,0.086407107,0,0.985305212
564,Glasses,AI,39,36,4,56757.20994,22087.19087,2,0,0.67756456,0.529607626
565,Glasses,AI,46,42,4,46355.19689,19616.77794,1,0,0.621508998,0.619946887
566,Glasses,BigData,39,34,5,67174.47637,23781.26169,2,0,0.854962875,0.36043984
567,Glasses,AI,38,34,4,108900.0024,16194.73966,3,0.688469002,0.024458573,0.287468777
568,Cheerper,BigData,30,30,1,56814.06436,17961.45089,4,0.015794336,0.522116813,0.461717648
569,Pear,Sales,34,32,2,104201.7529,13237.0054,4,0.783284425,0,0.735800024
570,Glasses,AI,30,26,3,81883.42426,19292.21365,4,0.645861553,0.108955586,0.245006861
571,Glasses,AI,30,22,7,73293.05805,24047.48831,1,0.049217034,0.446200368,0.504615574
572,Cheerper,Support,48,41,7,57279.0695,17424.055,1,0,1,0.369779378
573,Cheerper,BigData,35,26,9,45972.04247,15050.68464,3,0,1,0
574,Cheerper,AI,35,27,8,124270.4336,10486.21531,3,1,0.329395408,0
575,Cheerper,BigData,32,26,7,62880.56955,18045.21172,2,0.323623651,0.770511258,0
576,Glasses,Search Engine,49,48,3,103199.0615,21457.81403,1,0.084744755,0.598977042,0.316434309
577,Cheerper,BigData,42,36,6,41764.71664,22097.79156,1,0,0.766763357,0.398549637
578,Glasses,AI,37,32,5,141922.403,13283.10355,4,0.851280234,0,0.330503977
579,Glasses,AI,34,26,8,88777.24904,15762.17552,2,0.373958918,0.352513724,0.273310775
580,Cheerper,Search Engine,49,45,5,68515.87074,21303.57135,1,0,0.612423649,0.526175214
